,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,carat_log,price_predicted
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,2.0,3.0,5.0,0.06765864847381486,4941.522361984332
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,7.0,3.0,1.0,-0.941608539858445,1306.1054469114408
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,4.0,4.0,5.0,0.4382549309311553,11350.2495414421
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,4.0,1.0,5.0,0.16551443847757333,7020.604751353396
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,1.0,2.0,4.0,0.1906203596086497,5611.637500189538
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,3.0,1.0,5.0,-1.3093333199837622,477.93678519174745
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,6.0,2.0,5.0,-1.0498221244986778,987.1228330564944
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,4.0,2.0,5.0,-0.35667494393873245,2798.5269643423358
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4.0,1.0,4.0,-0.09431067947124129,4442.456262107235
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,4.0,6.0,5.0,-1.1086626245216111,744.2209745098921
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,1.0,1.0,4.0,0.7608058290337602,15319.651986409037
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,4.0,1.0,4.0,0.1823215567939546,7231.543590904271
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,5.0,2.0,3.0,-1.2039728043259361,688.0577687330749
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1.0,1.0,5.0,-0.6931471805599453,1183.199449524367
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,4.0,3.0,5.0,-0.5978370007556204,1830.013559896016
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,4.0,2.0,3.0,0.6981347220709843,17939.015068453187
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,6.0,2.0,5.0,-1.2039728043259361,752.4103123132114
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,1.0,6.0,4.0,0.5007752879124892,9690.37089187994
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,4.0,4.0,3.0,-1.3470736479666092,489.02504408352763
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,3.0,6.0,5.0,-0.8675005677047231,1040.7520073551443
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,6.0,4.0,4.0,-0.6931471805599453,1850.1508574728716
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,4.0,3.0,5.0,0.08617769624105241,6105.011001898235
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1.0,3.0,4.0,-0.8915981192837836,834.1695541986951
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,1.0,4.0,4.0,0.058268908123975824,4444.759981812269
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,1.0,4.0,1.0,0.3987761199573678,8096.864411361928
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,4.0,4.0,3.0,-0.9942522733438669,910.3728227834512
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,4.0,6.0,3.0,-0.916290731874155,1044.3724505381579
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,1.0,5.0,3.0,-0.10536051565782628,3331.8171414239373
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,1.0,2.0,3.0,-1.0498221244986778,631.2799780449815
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,4.0,5.0,3.0,0.412109650826833,10839.413028156716
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,1.0,3.0,4.0,0.0769610411361284,4593.531799404719
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,3.0,4.0,5.0,-0.9675840262617056,872.5476083097483
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4.0,1.0,5.0,0.058268908123975824,5812.16350758759
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,4.0,5.0,5.0,-0.6733445532637656,1602.1211226716603
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,1.0,4.0,1.0,0.0,4011.214901553713
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,4.0,4.0,5.0,-1.1394342831883648,704.9581662241728
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,4.0,4.0,4.0,0.01980262729617973,5431.419127128468
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,4.0,2.0,4.0,-0.8675005677047231,1138.0912744238935
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,2.0,3.0,4.0,0.01980262729617973,4542.068131537642
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,4.0,4.0,3.0,-1.171182981502945,666.6185680791125
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1.0,5.0,2.0,-0.10536051565782628,3331.8171414239373
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,4.0,4.0,5.0,0.04879016416943204,5715.932954539844
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1.0,4.0,2.0,-0.10536051565782628,3331.8171414239373
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,6.0,6.0,5.0,-1.1086626245216111,889.9417443117057
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,3.0,5.0,3.0,-0.916290731874155,955.0488161630171
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,2.0,3.0,5.0,0.3148107398400336,7636.915531302372
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,7.0,4.0,5.0,-0.3285040669720361,3845.6354782767653
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,4.0,1.0,5.0,0.0769610411361284,6006.704075066287
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,7.0,5.0,4.0,-1.0498221244986778,1079.4462803306712
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,2.0,2.0,4.0,0.7030975114131134,15133.353325701555
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,2.0,0.0,2.0,0.6312717768418578,13334.986816649598
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,4.0,2.0,5.0,0.41871033485818504,10966.16840744068
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,1.0,3.0,5.0,0.009950330853168092,4082.135011146427
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,3.0,3.0,5.0,-0.579818495252942,1727.4584013414126
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,2.0,5.0,4.0,-0.040821994520255166,4082.0589687059805
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,1.0,5.0,3.0,-1.0788096613719298,599.857656588413
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,1.0,5.0,5.0,-0.2231435513142097,2707.5960303943916
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,3.0,6.0,5.0,-1.2039728043259361,575.3938686870692
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,4.0,5.0,5.0,-0.616186139423817,1771.814557310631
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,4.0,3.0,2.0,-0.342490308946776,2869.3262448799096
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,4.0,4.0,3.0,0.009950330853168092,5337.979157911036
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,2.0,1.0,5.0,0.01980262729617973,4542.068131537642
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,4.0,1.0,3.0,0.6981347220709843,17939.015068453187
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,3.0,3.0,5.0,-1.1086626245216111,680.5688529059781
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1.0,3.0,5.0,-0.8209805520698302,944.6539328842741
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,5.0,5.0,3.0,-1.171182981502945,728.9659499459414
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,6.0,3.0,3.0,-1.3470736479666092,584.7776610037189
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,1.0,5.0,5.0,0.4574248470388755,8978.003914586325
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,2.0,5.0,5.0,-1.1394342831883648,589.5269626461089
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1.0,3.0,2.0,-1.171182981502945,509.7859911654222
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2.0,2.0,3.0,-0.2876820724517809,2642.6851585846857
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,6.0,2.0,3.0,-0.941608539858445,1194.3961756307028
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,6.0,5.0,5.0,-0.8915981192837836,1304.3781558543533
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,7.0,1.0,5.0,-0.616186139423817,2316.9025896454523
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,6.0,6.0,5.0,-0.5978370007556204,2188.335877903007
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,5.0,2.0,5.0,-1.0498221244986778,902.6956739736831
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,2.0,3.0,3.0,0.598836501088704,12594.515313685433
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3.0,0.0,5.0,-0.3285040669720361,2689.358939329907
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,1.0,1.0,2.0,0.41871033485818504,8386.203593132786
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,5.0,4.0,2.0,-0.916290731874155,1142.0503297675448
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,7.0,4.0,4.0,-1.2039728043259361,822.7816090466741
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,1.0,2.0,5.0,0.1823215567939546,5530.208418538353
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,4.0,4.0,1.0,-0.579818495252942,1889.0238208553674
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,6.0,2.0,5.0,-0.616186139423817,2118.741330514512
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,3.0,3.0,5.0,0.4382549309311553,10379.479449236052
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,2.0,6.0,2.0,0.28517894223366247,7248.55361770856
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,4.0,2.0,4.0,-0.9942522733438669,910.3728227834512
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,4.0,6.0,4.0,-0.9942522733438669,910.3728227834512
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,2.0,4.0,5.0,0.009950330853168092,4463.928202274121
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,2.0,6.0,3.0,0.17395330712343798,5958.954959235917
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,1.0,1.0,3.0,-0.10536051565782628,3331.8171414239373
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,7.0,5.0,5.0,-1.1394342831883648,921.8342823617199
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,3.0,0.0,2.0,-0.40047756659712525,2369.153264291449
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,4.0,6.0,2.0,-0.916290731874155,1044.3724505381579
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,7.0,3.0,3.0,-1.0498221244986778,1079.4462803306712
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,6.0,5.0,5.0,-1.3862943611198906,545.7442520097862
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,3.0,2.0,4.0,0.8671004876833833,22091.128932242926
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,1.0,0.0,4.0,0.7080357930536959,13959.91707756036
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,5.0,5.0,5.0,0.0769610411361284,6568.49801640268
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,1.0,5.0,5.0,-0.342490308946776,2194.271797645859
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,2.0,4.0,4.0,0.009950330853168092,4463.928202274121
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,4.0,1.0,3.0,-0.4942963218147801,2196.124760520742
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,1.0,1.0,5.0,-1.2039728043259361,481.17777193663335
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,5.0,4.0,5.0,-0.7339691750802004,1574.5295385766071
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1.0,6.0,5.0,-0.843970070294529,907.1666369547139
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3.0,6.0,4.0,-0.35667494393873245,2559.173083240747
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,1.0,1.0,5.0,0.7747271675523681,15699.93765492182
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,4.0,3.0,2.0,-0.35667494393873245,2798.5269643423358
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,3.0,4.0,5.0,0.5481214085096876,12595.550354254681
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,3.0,0.0,3.0,0.4054651081081644,9797.002824318186
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,1.0,1.0,4.0,-0.2876820724517809,2416.660197133058
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,4.0,4.0,2.0,-0.342490308946776,2869.3262448799096
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,3.0,3.0,3.0,0.0,4796.623191987673
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,2.0,2.0,2.0,0.01980262729617973,4542.068131537642
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,1.0,5.0,4.0,-0.35667494393873245,2140.1291692659643
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,5.0,5.0,5.0,-0.6931471805599453,1691.9101851470173
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,2.0,2.0,4.0,0.7654678421395714,16890.5934844035
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,6.0,3.0,5.0,-1.0788096613719298,937.9882302555657
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,6.0,1.0,3.0,-0.1743533871447778,4613.757218780747
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,2.0,6.0,3.0,0.009950330853168092,4463.928202274121
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,2.0,5.0,4.0,-0.6733445532637656,1339.786734152754
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1.0,6.0,5.0,-0.579818495252942,1444.6010461796204
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,4.0,4.0,5.0,-1.0498221244986778,825.4894452068315
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,1.0,6.0,4.0,0.04879016416943204,4371.169190593833
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,4.0,5.0,5.0,-0.7765287894989963,1335.8734049114323
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,3.0,3.0,4.0,0.43178241642553783,10261.821824408258
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,5.0,4.0,5.0,-1.2039728043259361,688.0577687330749
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2.0,3.0,5.0,-0.35667494393873245,2340.2907863434048
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,3.0,2.0,2.0,-1.171182981502945,609.6036657690262
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,6.0,5.0,3.0,-0.916290731874155,1248.86380816544
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,1.0,6.0,5.0,0.009950330853168092,4082.135011146427
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,6.0,3.0,3.0,-0.6733445532637656,1915.821396256676
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4.0,6.0,1.0,-0.10536051565782628,4356.830533612585
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,1.0,5.0,4.0,-1.1394342831883648,539.1055915743681
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,1.0,4.0,4.0,-1.2039728043259361,481.17777193663335
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1.0,0.0,5.0,-0.7550225842780328,1061.0279198169937
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,1.0,6.0,3.0,-1.171182981502945,509.7859911654222
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,7.0,3.0,5.0,-0.5447271754416722,2627.6637975829235
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,5.0,4.0,5.0,-0.916290731874155,1142.0503297675448
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,5.0,5.0,3.0,-1.4696759700589417,430.9006698720272
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,1.0,1.0,5.0,0.131028262406404,5052.48532576206
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,4.0,4.0,4.0,-0.5447271754416722,2009.46426884007
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,2.0,0.0,4.0,0.3148107398400336,7636.915531302372
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,2.0,1.0,5.0,0.8109302162163288,18298.73328379479
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,1.0,4.0,5.0,0.08617769624105241,4668.710464586318
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,1.0,4.0,3.0,0.009950330853168092,4082.135011146427
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,2.0,6.0,4.0,0.4637340162321402,9927.4059349235
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,6.0,3.0,3.0,-0.6733445532637656,1915.821396256676
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,2.0,2.0,4.0,-0.6733445532637656,1339.786734152754
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,4.0,5.0,5.0,-1.1394342831883648,704.9581662241728
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,4.0,6.0,2.0,-0.35667494393873245,2798.5269643423358
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,2.0,5.0,4.0,0.2151113796169455,6406.984533145989
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,3.0,0.0,2.0,-0.8209805520698302,1129.620096175843
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,3.0,6.0,3.0,-0.8675005677047231,1040.7520073551443
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,4.0,4.0,4.0,0.009950330853168092,5337.979157911036
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,3.0,4.0,4.0,-0.6733445532637656,1465.0940675128697
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,1.0,5.0,1.0,0.0,4011.214901553713
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1.0,3.0,3.0,-0.6539264674066639,1267.8257334744048
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,1.0,3.0,5.0,-0.10536051565782628,3331.8171414239373
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,3.0,3.0,5.0,-0.8675005677047231,1040.7520073551443
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,1.0,6.0,3.0,-1.2039728043259361,481.17777193663335
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,2.0,4.0,4.0,-0.07257069283483537,3860.0535959575864
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,2.0,2.0,5.0,0.20701416938432612,6316.2567099223415
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,4.0,5.0,5.0,-0.579818495252942,1889.0238208553674
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,1.0,2.0,2.0,-1.1394342831883648,539.1055915743681
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,5.0,4.0,5.0,-1.4271163556401458,464.44344893665146
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,2.0,6.0,4.0,0.09531017980432493,5188.150978762753
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,3.0,5.0,3.0,-0.6348782724359695,1567.7976740644856
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,2.0,5.0,3.0,0.6981347220709843,15001.64630025017
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,2.0,2.0,4.0,0.26236426446749106,6963.048679575696
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,1.0,2.0,3.0,0.6931471805599453,13598.590662727658
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,2.0,6.0,2.0,0.01980262729617973,4542.068131537642
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,2.0,5.0,4.0,0.0,4386.375089392051
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,2.0,2.0,4.0,0.6931471805599453,14870.437211111139
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,4.0,6.0,4.0,-1.2039728043259361,629.2092032317363
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,6.0,5.0,3.0,-0.342490308946776,3431.149202761202
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,3.0,3.0,5.0,0.0,4796.623191987673
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,3.0,4.0,2.0,0.1823215567939546,6613.040340125324
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,4.0,3.0,4.0,-0.843970070294529,1186.2509661228867
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,1.0,1.0,1.0,0.08617769624105241,4668.710464586318
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3.0,3.0,5.0,-0.3285040669720361,2689.358939329907
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,2.0,5.0,4.0,0.06765864847381486,4941.522361984332
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,2.0,4.0,4.0,0.06765864847381486,4941.522361984332
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,4.0,6.0,5.0,-0.31471074483970024,3013.212145554439
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,2.0,2.0,3.0,0.0,4386.375089392051
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3.0,6.0,4.0,-0.3011050927839216,2822.3275746397444
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,2.0,5.0,2.0,-0.10536051565782628,3643.4347374134804
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,7.0,4.0,5.0,-0.6348782724359695,2241.8645090359123
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,0.0,3.0,1.0,-0.020202707317519466,3539.90964765422
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,1.0,2.0,5.0,-0.9942522733438669,696.1931965532159
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,3.0,3.0,4.0,-1.0216512475319814,793.2878428817265
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,2.0,2.0,4.0,0.62057648772511,13086.132275606838
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,1.0,3.0,4.0,-0.916290731874155,798.6672894180036
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1.0,4.0,5.0,-0.579818495252942,1444.6010461796204
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,1.0,2.0,4.0,0.6981347220709843,13718.577632115315
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3.0,2.0,3.0,-0.2484613592984996,3096.5412216585237
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,1.0,6.0,4.0,-1.1394342831883648,539.1055915743681
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,4.0,4.0,3.0,-0.843970070294529,1186.2509661228867
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,4.0,2.0,4.0,0.01980262729617973,5431.419127128468
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,3.0,3.0,3.0,-0.6539264674066639,1516.06993537708
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,1.0,2.0,2.0,-1.1394342831883648,539.1055915743681
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,1.0,3.0,4.0,0.13976194237515863,5130.808750852098
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6.0,4.0,4.0,0.009950330853168092,6383.1719954134915
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2.0,0.0,3.0,0.01980262729617973,4542.068131537642
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,3.0,4.0,4.0,0.01980262729617973,4966.877865053082
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,6.0,5.0,5.0,-0.342490308946776,3431.149202761202
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,4.0,5.0,5.0,-1.1394342831883648,704.9581662241728
