,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,carat_log,price_predicted
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,1.0,2.0,5.0,0.06765864847381486,6045.903273688887
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,5.0,3.0,5.0,-0.843970070294529,1080.4697290643026
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,7.0,1.0,4.0,-1.1394342831883648,227.03583858195225
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,4.0,4.0,3.0,-1.2729656758128873,-83.30375795708369
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,4.0,3.0,3.0,0.5306282510621704,10933.75191917871
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1.0,1.0,3.0,-0.6733445532637656,1701.1489221423758
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,4.0,6.0,5.0,-0.342490308946776,3252.8469048375573
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,4.0,5.0,4.0,-0.916290731874155,847.7150316600255
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,1.0,3.0,5.0,-0.10536051565782628,4726.959988397981
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,3.0,4.0,2.0,-0.527632742082372,2321.828115220448
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,2.0,6.0,4.0,0.17395330712343798,6976.922063305995
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,4.0,3.0,4.0,-0.6733445532637656,1701.1489221423758
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,4.0,5.0,3.0,-0.6931471805599453,1623.5640230076165
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,2.0,2.0,1.0,0.009950330853168092,5580.393878880332
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,3.0,5.0,4.0,-0.4620354595965587,2632.1677117594854
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2.0,6.0,5.0,-0.3285040669720361,3330.4318039723166
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,4.0,4.0,5.0,-1.2039728043259361,71.86604031243405
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,6.0,5.0,5.0,-1.2039728043259361,71.86604031243405
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,6.0,6.0,3.0,-1.2378743560016174,-5.718858822325274
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,2.0,5.0,3.0,0.0,5502.808979745572
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,3.0,3.0,5.0,0.1570037488096647,6821.752265036476
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,6.0,2.0,3.0,0.44468582126144574,9847.563331292084
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1.0,5.0,5.0,-0.579818495252942,2089.073417816172
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,2.0,1.0,3.0,-0.8915981192837836,925.2999307947844
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,3.0,1.0,3.0,0.4252677354043441,9614.808633887806
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1.0,0.0,3.0,-0.6539264674066639,1778.7338212771347
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,1.0,0.0,5.0,-0.916290731874155,847.7150316600255
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,4.0,4.0,4.0,0.0,5502.808979745572
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,3.0,4.0,5.0,-1.0216512475319814,537.3754351209886
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,4.0,5.0,5.0,-0.8915981192837836,925.2999307947844
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,1.0,2.0,4.0,-0.10536051565782628,4726.959988397981
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,1.0,3.0,4.0,0.4637340162321402,10080.318028696362
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,3.0,3.0,4.0,0.02955880224154443,5735.56367714985
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,3.0,3.0,4.0,-0.9675840262617056,692.5452333905073
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2.0,5.0,5.0,-0.3011050927839216,3485.6016022418353
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,1.0,3.0,3.0,0.4054651081081644,9382.053936483528
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,1.0,5.0,2.0,0.009950330853168092,5580.393878880332
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,4.0,2.0,4.0,0.5364933705145685,11011.33681831347
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4.0,3.0,3.0,-0.10536051565782628,4726.959988397981
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,2.0,3.0,5.0,0.08617769624105241,6201.073071958405
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3.0,5.0,3.0,-0.2484613592984996,3795.9411987808717
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,4.0,6.0,5.0,-1.1394342831883648,227.03583858195225
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,7.0,4.0,5.0,-1.2039728043259361,71.86604031243405
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,1.0,3.0,4.0,0.009950330853168092,5580.393878880332
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,6.0,6.0,5.0,-1.1394342831883648,227.03583858195225
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,4.0,2.0,4.0,0.04879016416943204,5890.733475419368
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,1.0,2.0,5.0,-0.10536051565782628,4726.959988397981
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,5.0,3.0,5.0,-0.616186139423817,1933.9036195466533
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,1.0,5.0,5.0,0.4054651081081644,9382.053936483528
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,1.0,6.0,2.0,0.009950330853168092,5580.393878880332
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,2.0,4.0,5.0,0.5653138090500605,11399.261313987266
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,4.0,4.0,1.0,0.009950330853168092,5580.393878880332
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,2.0,2.0,5.0,0.02955880224154443,5735.56367714985
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,5.0,5.0,5.0,-1.2039728043259361,71.86604031243405
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,2.0,3.0,5.0,0.7080357930536959,13494.053590625761
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,5.0,1.0,4.0,-0.616186139423817,1933.9036195466533
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,2.0,6.0,4.0,0.009950330853168092,5580.393878880332
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,0.0,1.0,1.0,0.412109650826833,9459.638835618287
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,3.0,5.0,3.0,-0.579818495252942,2089.073417816172
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,4.0,3.0,4.0,-0.7550225842780328,1390.809325603339
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,2.0,3.0,3.0,-0.10536051565782628,4726.959988397981
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,4.0,5.0,4.0,-0.5621189181535413,2166.6583169509295
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,6.0,3.0,5.0,-1.0216512475319814,537.3754351209886
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4.0,2.0,4.0,-0.10536051565782628,4726.959988397981
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,4.0,4.0,2.0,-0.2231435513142097,3951.1109970503903
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,6.0,5.0,5.0,-0.6931471805599453,1623.5640230076165
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,1.0,1.0,3.0,0.14842000511827322,6744.167365901717
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,2.0,3.0,5.0,-0.616186139423817,1933.9036195466533
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,6.0,5.0,4.0,-1.4696759700589417,-471.22825363087964
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,2.0,6.0,4.0,-0.040821994520255166,5192.469383206536
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,4.0,5.0,5.0,-0.9675840262617056,692.5452333905073
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,6.0,3.0,5.0,-1.1394342831883648,227.03583858195225
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,6.0,6.0,5.0,-0.342490308946776,3252.8469048375573
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,3.0,4.0,4.0,0.04879016416943204,5890.733475419368
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,6.0,3.0,4.0,0.14842000511827322,6744.167365901717
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,1.0,6.0,3.0,-0.10536051565782628,4726.959988397981
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,4.0,4.0,2.0,-0.8915981192837836,925.2999307947844
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2.0,1.0,3.0,-0.342490308946776,3252.8469048375573
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3.0,2.0,3.0,-0.3011050927839216,3485.6016022418353
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3.0,1.0,4.0,-0.31471074483970024,3408.016703107076
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,2.0,2.0,5.0,0.14842000511827322,6744.167365901717
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,3.0,2.0,1.0,0.45107561936021673,9925.148230426843
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,4.0,6.0,3.0,-1.2039728043259361,71.86604031243405
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,2.0,4.0,5.0,-0.5447271754416722,2244.243216085689
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,4.0,6.0,3.0,-1.1394342831883648,227.03583858195225
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,1.0,1.0,5.0,0.412109650826833,9459.638835618287
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,1.0,3.0,4.0,-0.35667494393873245,3175.262005702799
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,2.0,5.0,5.0,-0.12783337150988489,4571.790190128463
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,1.0,3.0,5.0,-0.35667494393873245,3175.262005702799
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,5.0,4.0,5.0,-1.3862943611198906,-316.05845536136144
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,4.0,4.0,3.0,-0.35667494393873245,3175.262005702799
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,2.0,3.0,5.0,0.06765864847381486,6045.903273688887
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,7.0,3.0,1.0,-0.941608539858445,770.1301325252662
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,4.0,4.0,5.0,0.4382549309311553,9769.978432157324
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,4.0,1.0,5.0,0.16551443847757333,6899.337164171236
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,1.0,2.0,4.0,0.1906203596086497,7132.091861575514
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,3.0,1.0,5.0,-1.3093333199837622,-160.88865709184302
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,6.0,2.0,5.0,-1.0498221244986778,459.79053598622977
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,4.0,2.0,5.0,-0.35667494393873245,3175.262005702799
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4.0,1.0,4.0,-0.09431067947124129,4804.54488753274
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,4.0,6.0,5.0,-1.1086626245216111,304.6207377167116
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,1.0,1.0,4.0,0.7608058290337602,14347.487481108114
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,4.0,1.0,4.0,0.1823215567939546,7054.506962440754
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,5.0,2.0,3.0,-1.2039728043259361,71.86604031243405
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1.0,1.0,5.0,-0.6931471805599453,1623.5640230076165
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,4.0,3.0,5.0,-0.5978370007556204,2011.4885186814126
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,4.0,2.0,3.0,0.6981347220709843,13338.883792356242
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,6.0,2.0,5.0,-1.2039728043259361,71.86604031243405
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,1.0,6.0,4.0,0.5007752879124892,10545.827423504914
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,4.0,4.0,3.0,-1.3470736479666092,-238.47355622660234
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,3.0,6.0,5.0,-0.8675005677047231,1002.8848299295432
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,6.0,4.0,4.0,-0.6931471805599453,1623.5640230076165
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,4.0,3.0,5.0,0.08617769624105241,6201.073071958405
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1.0,3.0,4.0,-0.8915981192837836,925.2999307947844
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,1.0,4.0,4.0,0.058268908123975824,5968.318374554127
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,1.0,4.0,1.0,0.3987761199573678,9304.469037348768
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,4.0,4.0,3.0,-0.9942522733438669,614.960334255748
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,4.0,6.0,3.0,-0.916290731874155,847.7150316600255
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,1.0,5.0,3.0,-0.10536051565782628,4726.959988397981
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,1.0,2.0,3.0,-1.0498221244986778,459.79053598622977
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,4.0,5.0,3.0,0.412109650826833,9459.638835618287
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,1.0,3.0,4.0,0.0769610411361284,6123.488172823646
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,3.0,4.0,5.0,-0.9675840262617056,692.5452333905073
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4.0,1.0,5.0,0.058268908123975824,5968.318374554127
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,4.0,5.0,5.0,-0.6733445532637656,1701.1489221423758
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,1.0,4.0,1.0,0.0,5502.808979745572
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,4.0,4.0,5.0,-1.1394342831883648,227.03583858195225
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,4.0,4.0,4.0,0.01980262729617973,5657.978778015091
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,4.0,2.0,4.0,-0.8675005677047231,1002.8848299295432
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,2.0,3.0,4.0,0.01980262729617973,5657.978778015091
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,4.0,4.0,3.0,-1.171182981502945,149.45093944719338
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1.0,5.0,2.0,-0.10536051565782628,4726.959988397981
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,4.0,4.0,5.0,0.04879016416943204,5890.733475419368
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1.0,4.0,2.0,-0.10536051565782628,4726.959988397981
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,6.0,6.0,5.0,-1.1086626245216111,304.6207377167116
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,3.0,5.0,3.0,-0.916290731874155,847.7150316600255
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,2.0,3.0,5.0,0.3148107398400336,8373.45024773166
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,7.0,4.0,5.0,-0.3285040669720361,3330.4318039723166
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,4.0,1.0,5.0,0.0769610411361284,6123.488172823646
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,7.0,5.0,4.0,-1.0498221244986778,459.79053598622977
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,2.0,2.0,4.0,0.7030975114131134,13416.468691491002
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,2.0,0.0,2.0,0.6312717768418578,12330.280103604375
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,4.0,2.0,5.0,0.41871033485818504,9537.223734753046
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,1.0,3.0,5.0,0.009950330853168092,5580.393878880332
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,3.0,3.0,5.0,-0.579818495252942,2089.073417816172
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,2.0,5.0,4.0,-0.040821994520255166,5192.469383206536
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,1.0,5.0,3.0,-1.0788096613719298,382.2056368514709
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,1.0,5.0,5.0,-0.2231435513142097,3951.1109970503903
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,3.0,6.0,5.0,-1.2039728043259361,71.86604031243405
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,4.0,5.0,5.0,-0.616186139423817,1933.9036195466533
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,4.0,3.0,2.0,-0.342490308946776,3252.8469048375573
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,4.0,4.0,3.0,0.009950330853168092,5580.393878880332
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,2.0,1.0,5.0,0.01980262729617973,5657.978778015091
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,4.0,1.0,3.0,0.6981347220709843,13338.883792356242
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,3.0,3.0,5.0,-1.1086626245216111,304.6207377167116
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1.0,3.0,5.0,-0.8209805520698302,1158.0546281990619
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,5.0,5.0,3.0,-1.171182981502945,149.45093944719338
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,6.0,3.0,3.0,-1.3470736479666092,-238.47355622660234
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,1.0,5.0,5.0,0.4574248470388755,10002.733129561602
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,2.0,5.0,5.0,-1.1394342831883648,227.03583858195225
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1.0,3.0,2.0,-1.171182981502945,149.45093944719338
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2.0,2.0,3.0,-0.2876820724517809,3563.1865013765946
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,6.0,2.0,3.0,-0.941608539858445,770.1301325252662
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,6.0,5.0,5.0,-0.8915981192837836,925.2999307947844
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,7.0,1.0,5.0,-0.616186139423817,1933.9036195466533
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,6.0,6.0,5.0,-0.5978370007556204,2011.4885186814126
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,5.0,2.0,5.0,-1.0498221244986778,459.79053598622977
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,2.0,3.0,3.0,0.598836501088704,11864.770708795819
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3.0,0.0,5.0,-0.3285040669720361,3330.4318039723166
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,1.0,1.0,2.0,0.41871033485818504,9537.223734753046
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,5.0,4.0,2.0,-0.916290731874155,847.7150316600255
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,7.0,4.0,4.0,-1.2039728043259361,71.86604031243405
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,1.0,2.0,5.0,0.1823215567939546,7054.506962440754
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,4.0,4.0,1.0,-0.579818495252942,2089.073417816172
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,6.0,2.0,5.0,-0.616186139423817,1933.9036195466533
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,3.0,3.0,5.0,0.4382549309311553,9769.978432157324
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,2.0,6.0,2.0,0.28517894223366247,8063.110651192624
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,4.0,2.0,4.0,-0.9942522733438669,614.960334255748
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,4.0,6.0,4.0,-0.9942522733438669,614.960334255748
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,2.0,4.0,5.0,0.009950330853168092,5580.393878880332
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,2.0,6.0,3.0,0.17395330712343798,6976.922063305995
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,1.0,1.0,3.0,-0.10536051565782628,4726.959988397981
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,7.0,5.0,5.0,-1.1394342831883648,227.03583858195225
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,3.0,0.0,2.0,-0.40047756659712525,2942.507308298522
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,4.0,6.0,2.0,-0.916290731874155,847.7150316600255
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,7.0,3.0,3.0,-1.0498221244986778,459.79053598622977
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,6.0,5.0,5.0,-1.3862943611198906,-316.05845536136144
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,3.0,2.0,4.0,0.8671004876833833,16209.52506034233
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,1.0,0.0,4.0,0.7080357930536959,13494.053590625761
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,5.0,5.0,5.0,0.0769610411361284,6123.488172823646
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,1.0,5.0,5.0,-0.342490308946776,3252.8469048375573
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,2.0,4.0,4.0,0.009950330853168092,5580.393878880332
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,4.0,1.0,3.0,-0.4942963218147801,2476.997913489967
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,1.0,1.0,5.0,-1.2039728043259361,71.86604031243405
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,5.0,4.0,5.0,-0.7339691750802004,1468.3942247380983
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1.0,6.0,5.0,-0.843970070294529,1080.4697290643026
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3.0,6.0,4.0,-0.35667494393873245,3175.262005702799
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,1.0,1.0,5.0,0.7747271675523681,14580.242178512388
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,4.0,3.0,2.0,-0.35667494393873245,3175.262005702799
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,3.0,4.0,5.0,0.5481214085096876,11166.506616582988
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,3.0,0.0,3.0,0.4054651081081644,9382.053936483528
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,1.0,1.0,4.0,-0.2876820724517809,3563.1865013765946
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,4.0,4.0,2.0,-0.342490308946776,3252.8469048375573
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,3.0,3.0,3.0,0.0,5502.808979745572
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,2.0,2.0,2.0,0.01980262729617973,5657.978778015091
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,1.0,5.0,4.0,-0.35667494393873245,3175.262005702799
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,5.0,5.0,5.0,-0.6931471805599453,1623.5640230076165
